2100	-118	-113	-101	-90	-81	-73	-64	-51	-28	15	47	210

NIKISKI	[1350]	60.68	-151.40
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.75	 1.62	 6.56	 18.54	 33.41	 48.30	 63.30	 79.97	 93.60	 98.87	 99.52	 99.95
rcp45 %ile	 0.33	 0.60	 4.19	 15.10	 31.28	 48.00	 65.59	 83.30	 95.43	 99.11	 99.57	 99.95
rcp26 %ile	 0.27	 0.60	 4.12	 16.31	 35.15	 53.72	 71.30	 86.72	 96.10	 99.12	 99.57	 99.95

2010	-18	-17	-15	-13	-12	-11	-10	-8	-7	-5	-4	-1
2020	-32	-31	-28	-25	-23	-22	-20	-18	-15	-12	-11	-7
2030	-47	-45	-41	-38	-35	-33	-30	-28	-24	-20	-18	-12
2040	-61	-59	-55	-50	-46	-43	-40	-37	-32	-26	-23	-12
2050	-77	-74	-68	-62	-57	-54	-50	-45	-38	-29	-25	2
2060	-92	-89	-81	-74	-69	-64	-59	-53	-44	-32	-24	23
2070	-108	-104	-95	-87	-80	-74	-69	-61	-49	-32	-20	52
2080	-124	-120	-109	-99	-91	-84	-78	-68	-54	-30	-11	88
2090	-140	-136	-123	-112	-102	-95	-87	-75	-57	-25	0	129
2100	-157	-152	-137	-123	-112	-103	-93	-80	-57	-16	16	179

VALDEZ	[1353]	61.12	-146.36
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.50	 0.98	 4.47	 14.10	 27.59	 42.30	 58.38	 77.15	 93.10	 98.85	 99.52	 99.94
rcp45 %ile	 0.40	 0.80	 4.34	 15.45	 32.04	 49.41	 67.06	 84.60	 95.70	 99.15	 99.58	 99.96
rcp26 %ile	 0.49	 1.10	 6.06	 20.43	 40.21	 58.25	 74.72	 88.29	 96.38	 99.17	 99.58	 99.95

2010	-8	-7	-6	-4	-3	-2	-1	0	2	3	4	6
2020	-13	-12	-9	-7	-5	-4	-2	-1	2	5	5	9
2030	-17	-15	-12	-9	-7	-5	-4	-1	2	5	7	11
2040	-21	-20	-16	-12	-9	-7	-4	-1	3	7	10	23
2050	-27	-25	-20	-15	-11	-7	-4	-0	6	13	18	47
2060	-31	-29	-23	-17	-12	-8	-4	1	9	20	29	76
2070	-36	-33	-26	-19	-14	-9	-4	3	13	30	44	115
2080	-42	-38	-30	-22	-15	-10	-4	5	18	43	61	159
2090	-48	-43	-34	-25	-17	-10	-3	7	24	57	82	210
2100	-54	-49	-39	-27	-17	-9	-0	12	34	76	107	269

SAND POINT	[1634]	55.34	-160.50
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.09	 0.23	 1.19	 5.85	 15.23	 28.70	 46.24	 69.58	 90.83	 98.51	 99.41	 99.94
rcp45 %ile	 0.38	 0.66	 4.40	 16.30	 35.17	 53.91	 71.95	 88.40	 96.74	 99.30	 99.60	 99.96
rcp26 %ile	 0.95	 1.95	 9.31	 27.81	 49.43	 67.37	 81.97	 92.06	 97.58	 99.36	 99.61	 99.96

2010	-4	-3	-1	1	2	3	4	5	6	8	9	11
2020	-3	-2	1	3	5	6	7	9	11	14	15	17
2030	-1	0	3	6	8	10	12	14	17	20	21	26
2040	-1	1	5	9	12	14	17	20	24	29	31	45
2050	-0	2	7	12	16	19	23	27	33	41	47	75
2060	-0	3	9	16	21	25	29	35	43	56	65	113
2070	0	3	11	19	25	30	36	43	55	73	87	160
2080	0	4	13	22	29	36	43	52	67	93	111	213
2090	-0	4	14	25	34	42	50	62	81	115	139	274
2100	-3	1	14	28	39	49	59	74	98	142	173	339

NOME	[1800]	64.50	-165.43
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.28	 1.40	 6.32	 16.10	 29.38	 46.64	 69.95	 90.84	 98.55	 99.44	 99.94
rcp45 %ile	 0.30	 0.53	 3.78	 14.73	 32.50	 51.65	 70.07	 87.40	 96.54	 99.28	 99.59	 99.96
rcp26 %ile	 0.90	 2.05	 9.70	 28.90	 51.28	 69.00	 83.41	 92.69	 97.70	 99.37	 99.61	 99.96

2010	-5	-4	-2	1	2	3	4	6	8	10	11	14
2020	-5	-3	-0	3	5	7	9	11	14	17	18	22
2030	-3	-1	2	6	9	11	13	16	19	23	25	30
2040	-3	-1	4	9	12	15	18	22	27	32	35	45
2050	-2	0	6	12	16	20	24	29	35	44	49	73
2060	-3	-0	8	15	21	25	30	36	45	57	66	110
2070	-4	-0	9	18	25	31	37	45	56	74	87	155
2080	-3	1	11	21	29	36	43	53	68	93	110	207
2090	-3	1	12	24	34	42	50	62	81	114	137	265
2100	-7	-2	13	27	38	48	59	74	97	139	168	330

PRUDHOE BAY	[1857]	70.40	-148.53
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.31	 0.48	 2.50	 8.80	 19.77	 32.63	 48.87	 70.20	 90.06	 98.29	 99.35	 99.94
rcp45 %ile	 0.37	 0.79	 4.34	 16.06	 33.35	 52.00	 69.94	 87.18	 97.01	 99.36	 99.62	 99.96
rcp26 %ile	 0.68	 1.61	 7.99	 25.14	 46.74	 65.33	 81.32	 92.68	 98.06	 99.50	 99.65	 99.96

2010	-1	0	2	5	6	8	9	11	13	15	16	19
2020	-1	1	5	10	13	16	18	22	26	30	32	38
2030	0	3	9	16	20	24	28	32	39	45	48	55
2040	3	6	14	22	28	33	38	44	52	60	63	74
2050	5	9	19	29	36	42	48	56	66	77	82	100
2060	7	11	23	35	44	51	59	68	81	97	104	136
2070	7	13	27	41	52	60	69	81	97	117	129	183
2080	8	14	31	47	59	70	80	95	114	140	156	238
2090	9	16	35	53	67	79	91	108	132	165	188	301
2100	9	18	38	58	75	88	103	122	150	191	218	369

Pacific Canada

TOFINO	[165]	49.15	-125.92
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.18	 0.30	 1.22	 5.29	 14.52	 27.20	 45.20	 69.18	 91.03	 98.55	 99.43	 99.94
rcp45 %ile	 0.44	 0.79	 4.72	 17.20	 35.44	 54.57	 72.13	 88.48	 96.57	 99.23	 99.59	 99.96
rcp26 %ile	 0.75	 1.77	 8.88	 27.51	 49.86	 68.25	 82.80	 92.40	 97.55	 99.31	 99.61	 99.95

2010	-5	-4	-3	-2	-1	-1	-0	1	2	3	3	5
2020	-7	-6	-4	-3	-2	-1	0	1	3	5	5	7
2030	-8	-7	-5	-3	-1	-0	1	3	5	7	9	13
2040	-10	-9	-6	-3	-1	1	3	5	9	13	16	30
2050	-13	-11	-7	-3	1	3	6	9	15	22	27	56
2060	-14	-12	-7	-2	2	5	9	14	21	34	42	89
2070	-16	-14	-8	-1	4	8	13	19	29	48	61	131
2080	-19	-16	-9	-1	6	11	17	26	40	65	84	180
2090	-22	-19	-10	-1	7	14	22	33	50	84	109	236
2100	-27	-24	-12	-0	9	18	28	42	64	107	139	299

VICTORIA	[166]	48.42	-123.37
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.27	 1.13	 5.16	 14.36	 27.00	 44.94	 69.01	 91.02	 98.55	 99.42	 99.94
rcp45 %ile	 0.40	 0.71	 4.53	 16.78	 35.22	 54.57	 72.37	 88.63	 96.59	 99.24	 99.59	 99.96
rcp26 %ile	 0.80	 1.88	 9.17	 28.10	 50.28	 68.41	 82.82	 92.30	 97.53	 99.31	 99.61	 99.95

2010	-3	-2	-1	0	1	1	2	3	4	5	5	7
2020	-2	-2	0	2	3	4	5	6	7	9	9	11
2030	-1	-0	2	4	5	7	8	9	11	14	15	19
2040	-1	0	3	6	8	10	12	14	17	22	25	39
2050	-1	1	5	9	12	14	17	20	25	33	38	67
2060	-0	2	7	12	16	19	22	27	34	46	55	102
2070	0	2	8	15	19	24	28	34	44	63	76	145
2080	-1	2	10	17	23	29	35	43	56	81	101	196
2090	-2	1	10	20	27	34	41	52	69	103	128	253
2100	-5	-1	11	22	32	40	50	63	85	128	159	319

PRINCE RUPERT	[167]	54.32	-130.33
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.05	 0.08	 0.53	 3.47	 11.69	 25.27	 43.77	 69.20	 91.37	 98.64	 99.43	 99.94
rcp45 %ile	 0.39	 0.70	 4.58	 17.60	 36.81	 56.10	 73.62	 88.89	 96.52	 99.24	 99.59	 99.96
rcp26 %ile	 0.95	 2.10	 9.77	 28.93	 51.32	 68.68	 82.73	 91.94	 97.21	 99.29	 99.60	 99.95

2010	-2	-2	-1	1	2	2	3	4	5	6	7	8
2020	-1	-0	1	3	4	5	6	7	9	10	11	13
2030	2	2	4	6	7	8	9	11	13	15	16	20
2040	3	4	7	9	11	12	14	16	19	23	25	41
2050	4	6	9	12	15	17	19	22	27	35	40	69
2060	6	8	12	16	19	22	25	29	36	48	58	105
2070	7	9	15	20	24	27	31	37	46	65	79	150
2080	7	9	16	22	28	33	38	45	58	84	104	201
2090	7	10	17	25	32	38	45	54	71	105	130	258
2100	5	9	18	28	37	44	53	65	87	130	161	323

VANCOUVER	[175]	49.28	-123.12
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.16	 0.30	 1.31	 5.55	 14.95	 27.81	 45.77	 69.50	 91.11	 98.60	 99.43	 99.94
rcp45 %ile	 0.41	 0.72	 4.59	 16.89	 35.22	 54.20	 71.99	 88.36	 96.50	 99.22	 99.59	 99.96
rcp26 %ile	 0.76	 1.82	 8.96	 27.60	 49.68	 67.93	 82.41	 92.16	 97.50	 99.30	 99.61	 99.95

2010	-3	-3	-2	-1	0	1	1	2	3	4	5	6
2020	-4	-3	-1	0	1	2	3	4	6	8	8	10
2030	-3	-2	-0	2	3	5	6	7	9	12	13	17
2040	-3	-2	1	3	6	7	9	11	15	19	22	36
2050	-4	-2	1	5	9	11	14	17	22	30	35	63
2060	-4	-2	3	8	12	15	18	23	30	42	51	98
2070	-4	-2	4	10	15	19	24	30	40	58	71	140
2080	-5	-2	5	12	19	24	30	38	51	76	95	189
2090	-6	-4	5	14	22	29	36	46	64	97	122	246
2100	-10	-6	6	17	26	35	44	57	79	121	152	311

POINT ATKINSON	[193]	49.33	-123.25
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.24	 0.37	 1.60	 6.50	 15.96	 28.60	 46.34	 69.60	 91.07	 98.57	 99.44	 99.94
rcp45 %ile	 0.44	 0.82	 4.70	 16.87	 34.93	 53.89	 71.57	 88.18	 96.51	 99.24	 99.59	 99.96
rcp26 %ile	 0.65	 1.66	 8.58	 26.69	 48.97	 67.55	 82.24	 92.22	 97.53	 99.31	 99.61	 99.95

2010	-3	-2	-1	-0	1	1	2	3	4	5	5	7
2020	-3	-2	-0	1	2	3	4	5	7	9	9	12
2030	-3	-1	1	3	5	6	7	9	11	14	15	19
2040	-3	-1	2	5	7	9	11	14	17	22	25	37
2050	-3	-1	3	7	11	13	16	20	25	33	38	66
2060	-2	-0	5	10	14	18	21	26	34	46	54	100
2070	-2	0	7	13	18	23	27	34	44	62	75	143
2080	-3	-0	8	16	22	28	34	42	56	81	99	193
2090	-4	-1	9	18	26	33	41	51	69	102	127	250
2100	-7	-2	9	21	31	39	49	62	85	127	158	315

PORT ALBERNI	[527]	49.23	-124.82
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.19	 0.33	 1.29	 5.93	 15.30	 28.00	 45.86	 69.60	 91.03	 98.57	 99.44	 99.94
rcp45 %ile	 0.44	 0.79	 4.85	 16.90	 35.41	 54.30	 72.01	 88.24	 96.52	 99.24	 99.59	 99.96
rcp26 %ile	 0.74	 1.72	 8.74	 27.14	 49.13	 67.76	 82.29	 92.19	 97.51	 99.31	 99.61	 99.95

2010	-5	-4	-3	-2	-1	-0	0	1	2	3	3	5
2020	-6	-6	-4	-2	-1	-0	1	2	4	6	6	8
2030	-7	-6	-4	-2	-0	1	2	4	6	9	10	14
2040	-9	-8	-5	-2	1	3	5	7	11	15	18	31
2050	-11	-9	-5	-1	2	5	8	11	17	25	29	58
2060	-12	-10	-5	0	4	8	11	16	24	36	45	91
2070	-14	-11	-5	1	7	11	16	22	32	51	64	133
2080	-16	-13	-5	2	9	14	20	29	42	67	86	181
2090	-19	-15	-6	3	11	18	25	36	54	87	112	238
2100	-23	-19	-8	4	14	22	32	46	68	111	141	301

ALERT BAY	[554]	50.58	-126.95
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.06	 0.10	 0.62	 4.05	 12.76	 26.22	 44.52	 69.70	 91.42	 98.60	 99.44	 99.94
rcp45 %ile	 0.41	 0.79	 4.81	 17.40	 36.42	 55.08	 72.90	 88.37	 96.42	 99.24	 99.59	 99.96
rcp26 %ile	 0.87	 2.02	 9.39	 28.59	 50.68	 68.70	 82.70	 91.95	 97.29	 99.30	 99.61	 99.95

2010	-6	-5	-4	-3	-2	-1	-1	0	1	3	3	5
2020	-8	-7	-5	-4	-3	-2	-1	0	2	4	4	7
2030	-9	-8	-6	-4	-3	-2	-0	1	3	5	7	11
2040	-11	-9	-7	-4	-3	-1	1	3	6	10	13	28
2050	-13	-11	-8	-4	-2	1	3	6	11	19	24	54
2060	-14	-13	-8	-4	-0	2	6	10	17	29	39	87
2070	-16	-14	-9	-4	1	5	9	15	24	43	57	129
2080	-20	-17	-10	-4	2	7	13	20	34	59	79	177
2090	-23	-20	-12	-4	3	10	17	26	44	78	103	233
2100	-28	-24	-14	-4	5	13	22	35	57	100	131	295

FULFORD HARBOUR	[688]	48.77	-123.45
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.29	 1.17	 5.50	 14.81	 27.47	 45.30	 69.32	 91.07	 98.59	 99.43	 99.94
rcp45 %ile	 0.41	 0.75	 4.70	 16.76	 35.35	 54.40	 72.30	 88.40	 96.51	 99.24	 99.59	 99.96
rcp26 %ile	 0.77	 1.85	 9.00	 27.77	 49.69	 68.17	 82.57	 92.21	 97.50	 99.30	 99.61	 99.95

2010	-3	-2	-1	-0	0	1	2	2	3	5	5	7
2020	-3	-2	-1	1	2	3	4	5	7	8	9	11
2030	-2	-1	1	3	4	6	7	8	10	13	14	18
2040	-2	-1	2	5	7	9	10	13	16	21	24	37
2050	-3	-1	3	7	10	13	15	19	24	32	37	65
2060	-2	-0	5	10	14	17	20	25	32	44	53	100
2070	-2	-0	6	12	17	21	26	32	42	60	74	143
2080	-3	-1	7	15	21	26	32	40	54	79	98	193
2090	-5	-2	8	17	24	31	39	49	67	100	125	251
2100	-8	-3	8	19	29	37	47	60	82	125	156	316

QUEEN CHARLOTTE CITY	[829]	53.25	-132.07
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.05	 0.09	 0.52	 3.44	 11.76	 25.12	 43.46	 69.09	 91.31	 98.61	 99.43	 99.94
rcp45 %ile	 0.40	 0.77	 4.81	 17.52	 36.75	 55.60	 73.50	 88.80	 96.51	 99.24	 99.59	 99.96
rcp26 %ile	 0.89	 2.05	 9.49	 29.00	 51.35	 69.27	 83.20	 92.18	 97.29	 99.30	 99.61	 99.95

2010	-4	-3	-2	-1	-0	1	1	2	3	4	5	7
2020	-4	-3	-2	-0	1	2	3	4	5	7	8	9
2030	-3	-2	-0	1	3	4	5	6	8	10	12	16
2040	-3	-2	0	3	5	6	8	10	13	17	20	35
2050	-4	-2	1	4	7	9	12	15	19	27	33	63
2060	-3	-2	3	7	10	13	16	20	27	40	50	98
2070	-4	-2	3	9	13	17	21	26	36	55	69	142
2080	-6	-3	3	10	16	21	26	34	47	73	93	192
2090	-7	-5	3	11	18	25	31	41	59	93	118	249
2100	-11	-7	2	12	21	29	38	51	73	116	148	313

PORT RENFREW	[842]	48.55	-124.42
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.17	 0.31	 1.19	 5.66	 14.88	 27.67	 45.39	 69.34	 91.01	 98.55	 99.43	 99.94
rcp45 %ile	 0.43	 0.81	 4.88	 17.02	 35.46	 54.36	 72.29	 88.30	 96.59	 99.26	 99.59	 99.96
rcp26 %ile	 0.75	 1.69	 8.85	 27.30	 49.54	 68.00	 82.50	 92.38	 97.53	 99.33	 99.61	 99.95

2010	-2	-1	-0	1	2	2	3	4	5	6	6	8
2020	-1	0	2	3	5	5	6	8	9	11	12	14
2030	1	2	4	6	8	9	11	12	15	17	18	23
2040	2	3	6	9	12	14	16	18	22	26	29	42
2050	2	4	8	13	16	19	22	25	31	39	44	72
2060	4	6	11	17	21	24	28	33	40	53	61	108
2070	5	7	14	20	26	30	35	41	52	70	84	152
2080	5	8	16	24	30	36	42	51	65	90	108	204
2090	5	8	18	27	35	42	50	61	79	112	136	264
2100	3	7	19	31	41	49	59	73	96	138	168	330

SOOKE	[921]	48.37	-123.73
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.11	 0.25	 1.17	 5.70	 15.33	 28.85	 46.39	 69.90	 91.03	 98.55	 99.41	 99.94
rcp45 %ile	 0.39	 0.76	 4.72	 17.20	 35.77	 54.40	 72.21	 88.22	 96.52	 99.27	 99.60	 99.96
rcp26 %ile	 0.82	 1.85	 8.98	 27.08	 48.73	 66.78	 81.53	 91.88	 97.52	 99.33	 99.61	 99.95

2010	-3	-3	-2	-0	1	1	2	3	4	5	6	7
2020	-4	-3	-1	1	2	3	5	6	8	10	11	13
2030	-4	-3	0	3	5	6	8	10	12	15	16	21
2040	-4	-3	1	4	7	10	12	15	19	23	26	39
2050	-5	-3	2	7	10	14	17	21	27	35	40	68
2060	-5	-3	3	9	14	18	22	27	35	48	57	104
2070	-5	-2	5	12	18	23	28	35	45	64	77	148
2080	-6	-3	6	15	22	28	34	43	57	81	101	199
2090	-8	-4	6	17	26	33	41	52	70	102	127	257
2100	-11	-7	6	19	30	39	49	63	86	127	157	323

BELLA BELLA	[984]	52.17	-128.13
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.04	 0.08	 0.48	 3.33	 11.79	 25.34	 43.92	 69.40	 91.43	 98.61	 99.44	 99.94
rcp45 %ile	 0.38	 0.70	 4.63	 17.38	 36.61	 55.60	 73.37	 88.62	 96.48	 99.24	 99.59	 99.96
rcp26 %ile	 0.95	 2.11	 9.78	 29.30	 51.46	 69.09	 82.89	 91.98	 97.24	 99.30	 99.61	 99.95

2010	-4	-4	-2	-1	-0	0	1	2	3	4	5	6
2020	-4	-4	-2	-1	0	1	2	3	5	6	7	9
2030	-4	-3	-1	1	2	3	4	5	7	9	11	15
2040	-4	-3	-1	2	4	5	7	8	11	16	18	34
2050	-5	-3	-0	3	6	8	10	13	18	26	31	61
2060	-5	-3	1	5	8	11	14	18	25	38	48	95
2070	-5	-3	2	7	11	15	19	24	34	53	67	138
2080	-7	-5	2	8	14	19	24	31	45	71	90	188
2090	-9	-6	1	9	16	22	29	39	56	90	115	244
2100	-13	-10	0	10	19	27	36	48	70	113	144	307

PORT HARDY	[1071]	50.72	-127.48
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.06	 0.09	 0.59	 3.69	 12.22	 25.60	 43.87	 69.30	 91.33	 98.60	 99.43	 99.94
rcp45 %ile	 0.41	 0.78	 4.72	 17.30	 36.27	 55.16	 72.96	 88.57	 96.46	 99.24	 99.59	 99.96
rcp26 %ile	 0.88	 2.05	 9.58	 29.09	 51.34	 69.29	 83.31	 92.16	 97.32	 99.30	 99.61	 99.95

2010	-4	-4	-3	-2	-1	-0	0	1	2	4	4	6
2020	-5	-5	-3	-2	-0	0	1	2	4	6	6	8
2030	-5	-4	-3	-1	0	2	3	4	6	8	9	14
2040	-6	-5	-2	-0	2	3	5	7	10	14	17	33
2050	-7	-6	-2	1	4	6	8	11	16	24	29	59
2060	-8	-6	-2	3	6	9	12	16	23	35	45	93
2070	-8	-7	-1	4	8	12	16	22	31	51	65	136
2080	-11	-8	-2	5	10	15	21	28	42	68	87	186
2090	-13	-10	-2	6	13	19	26	35	53	87	112	242
2100	-17	-13	-4	7	15	23	32	44	66	110	141	305

PATRICIA BAY	[1152]	48.65	-123.45
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.29	 1.11	 5.44	 14.69	 27.43	 45.29	 69.30	 91.13	 98.57	 99.43	 99.94
rcp45 %ile	 0.40	 0.72	 4.69	 16.72	 35.43	 54.47	 72.40	 88.50	 96.57	 99.24	 99.59	 99.96
rcp26 %ile	 0.81	 1.87	 9.04	 27.80	 49.71	 68.10	 82.44	 92.18	 97.48	 99.31	 99.61	 99.95

2010	-3	-3	-2	-0	0	1	1	2	3	4	5	6
2020	-3	-3	-1	1	2	3	4	5	6	8	8	11
2030	-3	-2	0	2	4	5	6	8	10	12	13	18
2040	-3	-2	1	4	6	8	10	12	15	20	23	36
2050	-4	-2	2	6	9	12	14	18	23	31	36	65
2060	-3	-2	4	9	12	16	19	24	31	43	52	99
2070	-4	-2	5	11	16	20	25	31	41	59	73	142
2080	-5	-2	5	13	19	25	31	39	52	77	96	192
2090	-7	-3	6	15	23	29	37	47	65	98	123	249
2100	-10	-6	6	17	27	35	45	58	81	123	154	314

BAMFIELD	[1242]	48.85	-125.13
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.18	 0.31	 1.21	 5.62	 14.88	 27.43	 45.35	 69.30	 91.02	 98.56	 99.43	 99.94
rcp45 %ile	 0.44	 0.79	 4.79	 16.90	 35.36	 54.40	 72.16	 88.39	 96.58	 99.24	 99.59	 99.96
rcp26 %ile	 0.75	 1.72	 8.82	 27.50	 49.65	 68.11	 82.65	 92.35	 97.53	 99.31	 99.61	 99.95

2010	-3	-3	-2	-1	0	1	1	2	3	4	5	6
2020	-4	-3	-1	0	2	3	4	5	6	8	9	11
2030	-3	-2	-0	2	4	5	6	8	10	13	14	18
2040	-4	-2	1	4	6	8	10	12	16	20	23	37
2050	-5	-3	1	6	9	12	14	18	23	31	36	65
2060	-5	-2	3	8	12	16	19	24	32	44	53	100
2070	-5	-3	4	10	16	20	25	31	42	60	73	143
2080	-6	-3	5	13	19	25	31	39	53	78	97	193
2090	-8	-4	5	15	22	29	37	48	66	99	124	251
2100	-11	-7	5	17	26	35	45	59	81	124	155	316

NEW  WESTMINSTER	[1245]	49.20	-122.92
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.28	 1.08	 5.40	 14.87	 27.80	 45.73	 69.70	 91.22	 98.61	 99.44	 99.94
rcp45 %ile	 0.38	 0.62	 4.46	 16.41	 35.13	 54.15	 72.17	 88.26	 96.49	 99.23	 99.59	 99.96
rcp26 %ile	 0.85	 1.96	 9.37	 28.20	 49.87	 68.10	 82.24	 92.03	 97.46	 99.30	 99.61	 99.95

2010	-5	-4	-3	-2	-1	-0	0	1	2	3	4	5
2020	-6	-5	-4	-2	-1	-0	1	2	4	5	6	8
2030	-7	-6	-4	-2	-0	1	2	4	6	8	9	14
2040	-9	-7	-4	-2	1	2	4	7	10	14	17	31
2050	-10	-8	-5	-1	2	5	7	11	16	23	29	57
2060	-11	-9	-4	1	4	8	11	15	22	35	43	90
2070	-12	-10	-4	2	7	11	15	21	31	49	62	131
2080	-15	-12	-5	2	9	14	20	28	41	66	85	179
2090	-17	-14	-6	3	11	17	25	35	52	85	110	235
2100	-22	-18	-7	4	14	22	31	44	66	109	140	298

STEVESTON	[1255]	49.12	-123.18
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.30	 1.24	 5.78	 15.15	 28.14	 45.90	 69.73	 91.16	 98.57	 99.44	 99.94
rcp45 %ile	 0.41	 0.77	 4.69	 16.86	 35.40	 54.18	 72.15	 88.19	 96.51	 99.25	 99.59	 99.96
rcp26 %ile	 0.77	 1.79	 8.94	 27.40	 49.29	 67.70	 82.10	 92.10	 97.42	 99.31	 99.61	 99.95

2010	-3	-2	-1	0	1	2	2	3	4	5	6	7
2020	-2	-1	0	2	3	4	5	6	8	9	10	12
2030	-1	0	2	4	6	7	8	10	12	15	16	20
2040	-1	1	4	7	9	11	13	15	18	23	26	39
2050	-1	1	5	9	13	15	18	22	27	34	40	68
2060	1	2	8	13	17	20	23	28	35	48	56	103
2070	1	3	10	16	21	25	30	36	46	64	78	147
2080	1	3	11	19	25	31	36	45	58	83	102	197
2090	-0	3	12	22	29	36	44	54	71	104	129	256
2100	-3	2	13	25	34	43	52	65	88	130	160	321

CAMPBELL RIVER	[1323]	50.02	-125.23
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.07	 0.15	 0.80	 4.69	 14.39	 28.25	 46.73	 70.81	 91.66	 98.65	 99.46	 99.94
rcp45 %ile	 0.40	 0.72	 4.70	 17.24	 35.82	 54.60	 72.00	 87.70	 96.39	 99.22	 99.59	 99.96
rcp26 %ile	 0.90	 1.97	 9.36	 28.10	 49.61	 67.15	 81.40	 91.43	 97.11	 99.28	 99.61	 99.95

2010	-7	-6	-5	-4	-3	-2	-1	-0	1	2	2	4
2020	-10	-9	-7	-6	-4	-3	-2	-1	0	2	3	6
2030	-11	-10	-9	-7	-5	-4	-3	-1	1	3	4	9
2040	-13	-12	-10	-8	-6	-4	-3	-1	2	7	10	26
2050	-16	-15	-12	-8	-5	-3	-1	2	7	14	20	50
2060	-18	-17	-12	-8	-5	-2	1	5	12	24	34	82
2070	-21	-19	-14	-8	-4	-0	4	9	19	38	52	123
2080	-24	-22	-15	-8	-3	2	7	15	28	53	73	170
2090	-27	-25	-17	-9	-2	4	11	20	37	72	97	225
2100	-33	-29	-19	-9	-0	8	16	29	50	94	126	286

WINTER HARBOUR	[1799]	50.52	-128.03
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.06	 0.09	 0.53	 3.80	 12.34	 25.80	 44.15	 69.34	 91.33	 98.57	 99.43	 99.94
