"Notes"	"Age Group"	"Age Group Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Coal County, OK"	"40029"	12	975	1230.8 (Unreliable)
	"< 1 year"	"1"	"Comanche County, OK"	"40031"	200	22780	878.0
	"< 1 year"	"1"	"Craig County, OK"	"40035"	26	2094	1241.6
	"< 1 year"	"1"	"Creek County, OK"	"40037"	87	10389	837.4
	"< 1 year"	"1"	"Custer County, OK"	"40039"	27	4253	634.8
	"< 1 year"	"1"	"Delaware County, OK"	"40041"	38	5356	709.5
	"< 1 year"	"1"	"Garfield County, OK"	"40047"	116	10380	1117.5
	"< 1 year"	"1"	"Garvin County, OK"	"40049"	32	4534	705.8
	"< 1 year"	"1"	"Grady County, OK"	"40051"	49	7814	627.1
	"< 1 year"	"1"	"Haskell County, OK"	"40061"	15	2081	720.8 (Unreliable)
	"< 1 year"	"1"	"Hughes County, OK"	"40063"	22	1831	1201.5
	"< 1 year"	"1"	"Jackson County, OK"	"40065"	39	5107	763.7
	"< 1 year"	"1"	"Johnston County, OK"	"40069"	13	1783	729.1 (Unreliable)
	"< 1 year"	"1"	"Kay County, OK"	"40071"	58	8067	719.0
	"< 1 year"	"1"	"Kiowa County, OK"	"40075"	19	1508	1259.9 (Unreliable)
	"< 1 year"	"1"	"Latimer County, OK"	"40077"	10	1546	646.8 (Unreliable)
	"< 1 year"	"1"	"Le Flore County, OK"	"40079"	69	8447	816.9
	"< 1 year"	"1"	"Lincoln County, OK"	"40081"	41	5105	803.1
	"< 1 year"	"1"	"Logan County, OK"	"40083"	40	5612	712.8
	"< 1 year"	"1"	"Love County, OK"	"40085"	14	1446	968.2 (Unreliable)
	"< 1 year"	"1"	"McClain County, OK"	"40087"	50	4724	1058.4
	"< 1 year"	"1"	"McCurtain County, OK"	"40089"	46	5804	792.6
	"< 1 year"	"1"	"McIntosh County, OK"	"40091"	34	2452	1386.6
	"< 1 year"	"1"	"Major County, OK"	"40093"	15	1198	1252.1 (Unreliable)
	"< 1 year"	"1"	"Marshall County, OK"	"40095"	13	2267	573.4 (Unreliable)
	"< 1 year"	"1"	"Mayes County, OK"	"40097"	46	6753	681.2
	"< 1 year"	"1"	"Murray County, OK"	"40099"	12	2180	550.5 (Unreliable)
	"< 1 year"	"1"	"Muskogee County, OK"	"40101"	84	11441	734.2
	"< 1 year"	"1"	"Noble County, OK"	"40103"	16	1840	869.6 (Unreliable)
	"< 1 year"	"1"	"Okfuskee County, OK"	"40107"	13	1856	700.4 (Unreliable)
	"< 1 year"	"1"	"Oklahoma County, OK"	"40109"	1248	132595	941.2
	"< 1 year"	"1"	"Okmulgee County, OK"	"40111"	59	6173	955.8
	"< 1 year"	"1"	"Osage County, OK"	"40113"	43	6336	678.7
	"< 1 year"	"1"	"Ottawa County, OK"	"40115"	43	5468	786.4
	"< 1 year"	"1"	"Pawnee County, OK"	"40117"	10	2382	419.8 (Unreliable)
	"< 1 year"	"1"	"Payne County, OK"	"40119"	56	10098	554.6
	"< 1 year"	"1"	"Pittsburg County, OK"	"40121"	61	6257	974.9
	"< 1 year"	"1"	"Pontotoc County, OK"	"40123"	60	5914	1014.5
	"< 1 year"	"1"	"Pottawatomie County, OK"	"40125"	95	11150	852.0
	"< 1 year"	"1"	"Pushmataha County, OK"	"40127"	20	1686	1186.2
	"< 1 year"	"1"	"Rogers County, OK"	"40131"	76	11853	641.2
	"< 1 year"	"1"	"Seminole County, OK"	"40133"	45	3966	1134.6
	"< 1 year"	"1"	"Sequoyah County, OK"	"40135"	52	6489	801.4
	"< 1 year"	"1"	"Stephens County, OK"	"40137"	55	6501	846.0
	"< 1 year"	"1"	"Texas County, OK"	"40139"	42	4624	908.3
	"< 1 year"	"1"	"Tillman County, OK"	"40141"	17	1262	1347.1 (Unreliable)
	"< 1 year"	"1"	"Tulsa County, OK"	"40143"	889	105993	838.7
	"< 1 year"	"1"	"Wagoner County, OK"	"40145"	59	10365	569.2
	"< 1 year"	"1"	"Washington County, OK"	"40147"	51	7267	701.8
	"< 1 year"	"1"	"Washita County, OK"	"40149"	12	1735	691.6 (Unreliable)
	"< 1 year"	"1"	"Woodward County, OK"	"40153"	28	3283	852.9
	"< 1 year"	"1"	"Baker County, OR"	"41001"	21	1897	1107.0
	"< 1 year"	"1"	"Benton County, OR"	"41003"	28	8794	318.4
	"< 1 year"	"1"	"Clackamas County, OR"	"41005"	206	49575	415.5
	"< 1 year"	"1"	"Clatsop County, OR"	"41007"	35	4892	715.5
	"< 1 year"	"1"	"Columbia County, OR"	"41009"	26	6552	396.8
	"< 1 year"	"1"	"Coos County, OR"	"41011"	40	7521	531.8
	"< 1 year"	"1"	"Crook County, OR"	"41013"	18	2982	603.6 (Unreliable)
	"< 1 year"	"1"	"Curry County, OR"	"41015"	11	2248	489.3 (Unreliable)
	"< 1 year"	"1"	"Deschutes County, OR"	"41017"	103	20058	513.5
	"< 1 year"	"1"	"Douglas County, OR"	"41019"	96	13680	701.8
	"< 1 year"	"1"	"Hood River County, OR"	"41027"	26	3637	714.9
	"< 1 year"	"1"	"Jackson County, OR"	"41029"	138	27149	508.3
	"< 1 year"	"1"	"Jefferson County, OR"	"41031"	35	3810	918.6
	"< 1 year"	"1"	"Josephine County, OR"	"41033"	73	9961	732.9
	"< 1 year"	"1"	"Klamath County, OR"	"41035"	74	9479	780.7
	"< 1 year"	"1"	"Lake County, OR"	"41037"	10	845	1183.4 (Unreliable)
	"< 1 year"	"1"	"Lane County, OR"	"41039"	277	42184	656.6
	"< 1 year"	"1"	"Lincoln County, OR"	"41041"	38	5679	669.1
	"< 1 year"	"1"	"Linn County, OR"	"41043"	110	17339	634.4
	"< 1 year"	"1"	"Malheur County, OR"	"41045"	34	5860	580.2
	"< 1 year"	"1"	"Marion County, OR"	"41047"	330	54222	608.6
	"< 1 year"	"1"	"Morrow County, OR"	"41049"	11	2142	513.5 (Unreliable)
	"< 1 year"	"1"	"Multnomah County, OR"	"41051"	622	108637	572.5
	"< 1 year"	"1"	"Polk County, OR"	"41053"	46	9970	461.4
	"< 1 year"	"1"	"Tillamook County, OR"	"41057"	20	3163	632.3
	"< 1 year"	"1"	"Umatilla County, OR"	"41059"	75	13027	575.7
	"< 1 year"	"1"	"Union County, OR"	"41061"	21	3560	589.9
	"< 1 year"	"1"	"Wasco County, OR"	"41065"	22	3749	586.8
	"< 1 year"	"1"	"Washington County, OR"	"41067"	403	88710	454.3
	"< 1 year"	"1"	"Yamhill County, OR"	"41071"	86	14702	585.0
	"< 1 year"	"1"	"Adams County, PA"	"42001"	94	13254	709.2
	"< 1 year"	"1"	"Allegheny County, PA"	"42003"	1277	157512	810.7
	"< 1 year"	"1"	"Armstrong County, PA"	"42005"	55	8867	620.3
	"< 1 year"	"1"	"Beaver County, PA"	"42007"	124	21700	571.4
	"< 1 year"	"1"	"Bedford County, PA"	"42009"	50	6688	747.6
	"< 1 year"	"1"	"Berks County, PA"	"42011"	428	57578	743.3
	"< 1 year"	"1"	"Blair County, PA"	"42013"	101	17636	572.7
	"< 1 year"	"1"	"Bradford County, PA"	"42015"	62	8963	691.7
	"< 1 year"	"1"	"Bucks County, PA"	"42017"	410	80653	508.4
	"< 1 year"	"1"	"Butler County, PA"	"42019"	130	24022	541.2
	"< 1 year"	"1"	"Cambria County, PA"	"42021"	120	17420	688.9
	"< 1 year"	"1"	"Carbon County, PA"	"42025"	44	7489	587.5
	"< 1 year"	"1"	"Centre County, PA"	"42027"	94	15991	587.8
	"< 1 year"	"1"	"Chester County, PA"	"42029"	389	68981	563.9
	"< 1 year"	"1"	"Clarion County, PA"	"42031"	25	5000	500.0
	"< 1 year"	"1"	"Clearfield County, PA"	"42033"	74	9763	758.0
	"< 1 year"	"1"	"Clinton County, PA"	"42035"	31	5165	600.2
	"< 1 year"	"1"	"Columbia County, PA"	"42037"	46	7362	624.8
	"< 1 year"	"1"	"Crawford County, PA"	"42039"	86	12645	680.1
	"< 1 year"	"1"	"Cumberland County, PA"	"42041"	157	27940	561.9
	"< 1 year"	"1"	"Dauphin County, PA"	"42043"	294	38876	756.3
	"< 1 year"	"1"	"Delaware County, PA"	"42045"	588	80375	731.6
	"< 1 year"	"1"	"Elk County, PA"	"42047"	24	4033	595.1
	"< 1 year"	"1"	"Erie County, PA"	"42049"	336	40352	832.7
	"< 1 year"	"1"	"Fayette County, PA"	"42051"	145	17540	826.7
	"< 1 year"	"1"	"Franklin County, PA"	"42055"	133	21495	618.7
	"< 1 year"	"1"	"Fulton County, PA"	"42057"	11	2101	523.6 (Unreliable)
	"< 1 year"	"1"	"Greene County, PA"	"42059"	47	4762	987.0
	"< 1 year"	"1"	"Huntingdon County, PA"	"42061"	30	5975	502.1
	"< 1 year"	"1"	"Indiana County, PA"	"42063"	68	10584	642.5
	"< 1 year"	"1"	"Jefferson County, PA"	"42065"	46	6268	733.9
	"< 1 year"	"1"	"Juniata County, PA"	"42067"	20	3740	534.8
	"< 1 year"	"1"	"Lackawanna County, PA"	"42069"	177	26862	658.9
	"< 1 year"	"1"	"Lancaster County, PA"	"42071"	611	82629	739.4
	"< 1 year"	"1"	"Lawrence County, PA"	"42073"	105	11924	880.6
	"< 1 year"	"1"	"Lebanon County, PA"	"42075"	118	18987	621.5
	"< 1 year"	"1"	"Lehigh County, PA"	"42077"	359	47752	751.8
	"< 1 year"	"1"	"Luzerne County, PA"	"42079"	256	37819	676.9
	"< 1 year"	"1"	"Lycoming County, PA"	"42081"	110	15340	717.1
	"< 1 year"	"1"	"Mc Kean County, PA"	"42083"	46	5743	801.0
	"< 1 year"	"1"	"Mercer County, PA"	"42085"	118	14409	818.9
	"< 1 year"	"1"	"Mifflin County, PA"	"42087"	61	7002	871.2
	"< 1 year"	"1"	"Monroe County, PA"	"42089"	130	19377	670.9
	"< 1 year"	"1"	"Montgomery County, PA"	"42091"	631	111638	565.2
	"< 1 year"	"1"	"Montour County, PA"	"42093"	44	2546	1728.2
	"< 1 year"	"1"	"Northampton County, PA"	"42095"	213	35401	601.7
	"< 1 year"	"1"	"Northumberland County, PA"	"42097"	69	11918	579.0
	"< 1 year"	"1"	"Perry County, PA"	"42099"	39	6575	593.2
	"< 1 year"	"1"	"Philadelphia County, PA"	"42101"	3021	249910	1208.8
	"< 1 year"	"1"	"Pike County, PA"	"42103"	19	6231	304.9 (Unreliable)
	"< 1 year"	"1"	"Potter County, PA"	"42105"	16	2674	598.4 (Unreliable)
	"< 1 year"	"1"	"Schuylkill County, PA"	"42107"	98	17682	554.2
	"< 1 year"	"1"	"Snyder County, PA"	"42109"	36	5511	653.2
	"< 1 year"	"1"	"Somerset County, PA"	"42111"	55	9200	597.8
	"< 1 year"	"1"	"Susquehanna County, PA"	"42115"	29	5209	556.7
	"< 1 year"	"1"	"Tioga County, PA"	"42117"	27	5496	491.3
	"< 1 year"	"1"	"Union County, PA"	"42119"	30	4692	639.4
	"< 1 year"	"1"	"Venango County, PA"	"42121"	53	7617	695.8
	"< 1 year"	"1"	"Warren County, PA"	"42123"	41	5209	787.1
	"< 1 year"	"1"	"Washington County, PA"	"42125"	161	25252	637.6
	"< 1 year"	"1"	"Wayne County, PA"	"42127"	16	5607	285.4 (Unreliable)
	"< 1 year"	"1"	"Westmoreland County, PA"	"42129"	253	41753	605.9
	"< 1 year"	"1"	"Wyoming County, PA"	"42131"	22	3594	612.1
	"< 1 year"	"1"	"York County, PA"	"42133"	352	58700	599.7
	"< 1 year"	"1"	"Bristol County, RI"	"44001"	19	5505	345.1 (Unreliable)
	"< 1 year"	"1"	"Kent County, RI"	"44003"	118	20805	567.2
	"< 1 year"	"1"	"Newport County, RI"	"44005"	42	10270	409.0
	"< 1 year"	"1"	"Providence County, RI"	"44007"	700	93815	746.1
	"< 1 year"	"1"	"Washington County, RI"	"44009"	73	14278	511.3
	"< 1 year"	"1"	"Abbeville County, SC"	"45001"	58	3910	1483.4
	"< 1 year"	"1"	"Aiken County, SC"	"45003"	209	23726	880.9
	"< 1 year"	"1"	"Allendale County, SC"	"45005"	30	1680	1785.7
	"< 1 year"	"1"	"Anderson County, SC"	"45007"	224	27697	808.8
	"< 1 year"	"1"	"Bamberg County, SC"	"45009"	24	2533	947.5
	"< 1 year"	"1"	"Barnwell County, SC"	"45011"	44	3692	1191.8
	"< 1 year"	"1"	"Beaufort County, SC"	"45013"	145	24704	586.9
	"< 1 year"	"1"	"Berkeley County, SC"	"45015"	222	27713	801.1
	"< 1 year"	"1"	"Calhoun County, SC"	"45017"	17	2325	731.2 (Unreliable)
	"< 1 year"	"1"	"Charleston County, SC"	"45019"	568	55418	1024.9
	"< 1 year"	"1"	"Cherokee County, SC"	"45021"	102	9095	1121.5
	"< 1 year"	"1"	"Chester County, SC"	"45023"	49	5430	902.4
	"< 1 year"	"1"	"Chesterfield County, SC"	"45025"	77	7210	1068.0
	"< 1 year"	"1"	"Clarendon County, SC"	"45027"	41	4962	826.3
	"< 1 year"	"1"	"Colleton County, SC"	"45029"	58	6189	937.1
	"< 1 year"	"1"	"Darlington County, SC"	"45031"	127	10528	1206.3
	"< 1 year"	"1"	"Dillon County, SC"	"45033"	37	5674	652.1
	"< 1 year"	"1"	"Dorchester County, SC"	"45035"	117	18814	621.9
	"< 1 year"	"1"	"Edgefield County, SC"	"45037"	26	3317	783.8
	"< 1 year"	"1"	"Fairfield County, SC"	"45039"	34	3611	941.6
	"< 1 year"	"1"	"Florence County, SC"	"45041"	270	21937	1230.8
	"< 1 year"	"1"	"Georgetown County, SC"	"45043"	99	8618	1148.8
	"< 1 year"	"1"	"Greenville County, SC"	"45045"	462	67813	681.3
	"< 1 year"	"1"	"Greenwood County, SC"	"45047"	126	11240	1121.0
	"< 1 year"	"1"	"Hampton County, SC"	"45049"	33	3338	988.6
	"< 1 year"	"1"	"Horry County, SC"	"45051"	305	33609	907.5
	"< 1 year"	"1"	"Jasper County, SC"	"45053"	33	4324	763.2
	"< 1 year"	"1"	"Kershaw County, SC"	"45055"	56	9014	621.3
	"< 1 year"	"1"	"Lancaster County, SC"	"45057"	91	10432	872.3
	"< 1 year"	"1"	"Laurens County, SC"	"45059"	108	10847	995.7
	"< 1 year"	"1"	"Lee County, SC"	"45061"	38	3062	1241.0
	"< 1 year"	"1"	"Lexington County, SC"	"45063"	253	38529	656.6
	"< 1 year"	"1"	"McCormick County, SC"	"45065"	14	1104	1268.1 (Unreliable)
	"< 1 year"	"1"	"Marion County, SC"	"45067"	85	6009	1414.5
	"< 1 year"	"1"	"Marlboro County, SC"	"45069"	47	4492	1046.3
	"< 1 year"	"1"	"Newberry County, SC"	"45071"	45	5887	764.4
	"< 1 year"	"1"	"Oconee County, SC"	"45073"	61	9879	617.5
	"< 1 year"	"1"	"Orangeburg County, SC"	"45075"	203	15541	1306.2
	"< 1 year"	"1"	"Pickens County, SC"	"45077"	94	15244	616.6
	"< 1 year"	"1"	"Richland County, SC"	"45079"	437	54305	804.7
	"< 1 year"	"1"	"Saluda County, SC"	"45081"	28	3299	848.7
	"< 1 year"	"1"	"Spartanburg County, SC"	"45083"	358	43223	828.3
	"< 1 year"	"1"	"Sumter County, SC"	"45085"	176	19101	921.4
	"< 1 year"	"1"	"Union County, SC"	"45087"	40	4403	908.5
	"< 1 year"	"1"	"Williamsburg County, SC"	"45089"	88	5443	1616.8
	"< 1 year"	"1"	"York County, SC"	"45091"	254	31269	812.3
	"< 1 year"	"1"	"Beadle County, SD"	"46005"	16	2637	606.8 (Unreliable)
	"< 1 year"	"1"	"Brookings County, SD"	"46011"	20	4081	490.1
	"< 1 year"	"1"	"Brown County, SD"	"46013"	33	5668	582.2
	"< 1 year"	"1"	"Butte County, SD"	"46019"	14	1494	937.1 (Unreliable)
	"< 1 year"	"1"	"Charles Mix County, SD"	"46023"	24	1992	1204.8
	"< 1 year"	"1"	"Codington County, SD"	"46029"	21	4675	449.2
	"< 1 year"	"1"	"Corson County, SD"	"46031"	13	979	1327.9 (Unreliable)
	"< 1 year"	"1"	"Davison County, SD"	"46035"	20	3053	655.1
	"< 1 year"	"1"	"Dewey County, SD"	"46041"	16	1428	1120.4 (Unreliable)
	"< 1 year"	"1"	"Hughes County, SD"	"46065"	20	2435	821.4
	"< 1 year"	"1"	"Jackson County, SD"	"46071"	11	733	1500.7 (Unreliable)
	"< 1 year"	"1"	"Lawrence County, SD"	"46081"	20	2886	693.0
	"< 1 year"	"1"	"Lincoln County, SD"	"46083"	39	7629	511.2
	"< 1 year"	"1"	"Meade County, SD"	"46093"	37	4616	801.6
	"< 1 year"	"1"	"Minnehaha County, SD"	"46099"	198	28892	685.3
	"< 1 year"	"1"	"Moody County, SD"	"46101"	13	1089	1193.8 (Unreliable)
	"< 1 year"	"1"	"Pennington County, SD"	"46103"	139	16923	821.4
	"< 1 year"	"1"	"Roberts County, SD"	"46109"	18	1682	1070.2 (Unreliable)
	"< 1 year"	"1"	"Shannon County, SD"	"46113"	64	3847	1663.6
	"< 1 year"	"1"	"Todd County, SD"	"46121"	40	2961	1350.9
	"< 1 year"	"1"	"Yankton County, SD"	"46135"	21	2975	705.9
	"< 1 year"	"1"	"Anderson County, TN"	"47001"	62	9476	654.3
	"< 1 year"	"1"	"Bedford County, TN"	"47003"	73	7748	942.2
	"< 1 year"	"1"	"Benton County, TN"	"47005"	15	2043	734.2 (Unreliable)
	"< 1 year"	"1"	"Blount County, TN"	"47009"	101	15465	653.1
	"< 1 year"	"1"	"Bradley County, TN"	"47011"	99	14177	698.3
	"< 1 year"	"1"	"Campbell County, TN"	"47013"	37	5732	645.5
	"< 1 year"	"1"	"Cannon County, TN"	"47015"	11	1762	624.3 (Unreliable)
	"< 1 year"	"1"	"Carroll County, TN"	"47017"	48	4172	1150.5
	"< 1 year"	"1"	"Carter County, TN"	"47019"	76	7247	1048.7
	"< 1 year"	"1"	"Cheatham County, TN"	"47021"	33	5664	582.6
	"< 1 year"	"1"	"Chester County, TN"	"47023"	22	2237	983.5
	"< 1 year"	"1"	"Claiborne County, TN"	"47025"	28	3959	707.2
	"< 1 year"	"1"	"Cocke County, TN"	"47029"	32	4928	649.4
	"< 1 year"	"1"	"Coffee County, TN"	"47031"	73	8119	899.1
	"< 1 year"	"1"	"Crockett County, TN"	"47033"	22	2112	1041.7
	"< 1 year"	"1"	"Cumberland County, TN"	"47035"	43	6486	663.0
	"< 1 year"	"1"	"Davidson County, TN"	"47037"	934	106329	878.4
	"< 1 year"	"1"	"Decatur County, TN"	"47039"	15	1500	1000.0 (Unreliable)
	"< 1 year"	"1"	"DeKalb County, TN"	"47041"	22	2765	795.7
	"< 1 year"	"1"	"Dickson County, TN"	"47043"	59	7658	770.4
	"< 1 year"	"1"	"Dyer County, TN"	"47045"	69	5955	1158.7
	"< 1 year"	"1"	"Fayette County, TN"	"47047"	39	5380	724.9
	"< 1 year"	"1"	"Fentress County, TN"	"47049"	27	2417	1117.1
	"< 1 year"	"1"	"Franklin County, TN"	"47051"	25	5328	469.2
	"< 1 year"	"1"	"Gibson County, TN"	"47053"	71	7260	978.0
	"< 1 year"	"1"	"Giles County, TN"	"47055"	28	4208	665.4
	"< 1 year"	"1"	"Grainger County, TN"	"47057"	17	3061	555.4 (Unreliable)
	"< 1 year"	"1"	"Greene County, TN"	"47059"	60	8701	689.6
	"< 1 year"	"1"	"Grundy County, TN"	"47061"	16	2115	756.5 (Unreliable)
	"< 1 year"	"1"	"Hamblen County, TN"	"47063"	57	10013	569.3
	"< 1 year"	"1"	"Hamilton County, TN"	"47065"	477	46176	1033.0
	"< 1 year"	"1"	"Hardeman County, TN"	"47069"	47	3773	1245.7
	"< 1 year"	"1"	"Hardin County, TN"	"47071"	29	3355	864.4
	"< 1 year"	"1"	"Hawkins County, TN"	"47073"	52	7550	688.7
	"< 1 year"	"1"	"Haywood County, TN"	"47075"	46	3064	1501.3
	"< 1 year"	"1"	"Henderson County, TN"	"47077"	37	4168	887.7
	"< 1 year"	"1"	"Henry County, TN"	"47079"	46	4516	1018.6
	"< 1 year"	"1"	"Hickman County, TN"	"47081"	33	3361	981.9
	"< 1 year"	"1"	"Humphreys County, TN"	"47085"	20	2537	788.3
	"< 1 year"	"1"	"Jefferson County, TN"	"47089"	44	6715	655.2
	"< 1 year"	"1"	"Johnson County, TN"	"47091"	20	2106	949.7
	"< 1 year"	"1"	"Knox County, TN"	"47093"	363	59481	610.3
	"< 1 year"	"1"	"Lauderdale County, TN"	"47097"	63	4587	1373.4
	"< 1 year"	"1"	"Lawrence County, TN"	"47099"	43	6617	649.8
	"< 1 year"	"1"	"Lewis County, TN"	"47101"	11	1646	668.3 (Unreliable)
	"< 1 year"	"1"	"Lincoln County, TN"	"47103"	41	4832	848.5
	"< 1 year"	"1"	"Loudon County, TN"	"47105"	33	6025	547.7
	"< 1 year"	"1"	"McMinn County, TN"	"47107"	41	7446	550.6
	"< 1 year"	"1"	"McNairy County, TN"	"47109"	28	3750	746.7
	"< 1 year"	"1"	"Macon County, TN"	"47111"	26	3645	713.3
	"< 1 year"	"1"	"Madison County, TN"	"47113"	181	15985	1132.3
	"< 1 year"	"1"	"Marion County, TN"	"47115"	36	4058	887.1
	"< 1 year"	"1"	"Marshall County, TN"	"47117"	48	4299	1116.5
	"< 1 year"	"1"	"Maury County, TN"	"47119"	94	12785	735.2
	"< 1 year"	"1"	"Meigs County, TN"	"47121"	15	1654	906.9 (Unreliable)
	"< 1 year"	"1"	"Monroe County, TN"	"47123"	53	6347	835.0
	"< 1 year"	"1"	"Montgomery County, TN"	"47125"	251	32945	761.9
	"< 1 year"	"1"	"Morgan County, TN"	"47129"	25	2757	906.8
	"< 1 year"	"1"	"Obion County, TN"	"47131"	50	4391	1138.7
	"< 1 year"	"1"	"Overton County, TN"	"47133"	18	2857	630.0 (Unreliable)
	"< 1 year"	"1"	"Polk County, TN"	"47139"	26	2221	1170.6
	"< 1 year"	"1"	"Putnam County, TN"	"47141"	72	9986	721.0
	"< 1 year"	"1"	"Rhea County, TN"	"47143"	42	4442	945.5
	"< 1 year"	"1"	"Roane County, TN"	"47145"	40	6572	608.6
	"< 1 year"	"1"	"Robertson County, TN"	"47147"	60	10386	577.7
	"< 1 year"	"1"	"Rutherford County, TN"	"47149"	239	39042	612.2
	"< 1 year"	"1"	"Scott County, TN"	"47151"	29	3687	786.5
	"< 1 year"	"1"	"Sequatchie County, TN"	"47153"	17	2036	835.0 (Unreliable)
	"< 1 year"	"1"	"Sevier County, TN"	"47155"	85	11883	715.3
	"< 1 year"	"1"	"Shelby County, TN"	"47157"	2245	164100	1368.1
	"< 1 year"	"1"	"Smith County, TN"	"47159"	18	2623	686.2 (Unreliable)
	"< 1 year"	"1"	"Stewart County, TN"	"47161"	19	1730	1098.3 (Unreliable)
	"< 1 year"	"1"	"Sullivan County, TN"	"47163"	184	19552	941.1
	"< 1 year"	"1"	"Sumner County, TN"	"47165"	136	22616	601.3
	"< 1 year"	"1"	"Tipton County, TN"	"47167"	93	8994	1034.0
	"< 1 year"	"1"	"Unicoi County, TN"	"47171"	15	2181	687.8 (Unreliable)
	"< 1 year"	"1"	"Union County, TN"	"47173"	13	2939	442.3 (Unreliable)
	"< 1 year"	"1"	"Warren County, TN"	"47177"	35	6339	552.1
	"< 1 year"	"1"	"Washington County, TN"	"47179"	147	15568	944.2
	"< 1 year"	"1"	"Weakley County, TN"	"47183"	34	4763	713.8
	"< 1 year"	"1"	"White County, TN"	"47185"	22	3487	630.9
	"< 1 year"	"1"	"Williamson County, TN"	"47187"	82	23071	355.4
	"< 1 year"	"1"	"Wilson County, TN"	"47189"	94	15781	595.7
	"< 1 year"	"1"	"Anderson County, TX"	"48001"	47	7539	623.4
	"< 1 year"	"1"	"Andrews County, TX"	"48003"	28	2611	1072.4
	"< 1 year"	"1"	"Angelina County, TX"	"48005"	90	15246	590.3
	"< 1 year"	"1"	"Aransas County, TX"	"48007"	20	3045	656.8
	"< 1 year"	"1"	"Atascosa County, TX"	"48013"	52	8013	648.9
	"< 1 year"	"1"	"Austin County, TX"	"48015"	31	4306	719.9
	"< 1 year"	"1"	"Bailey County, TX"	"48017"	11	1576	698.0 (Unreliable)
	"< 1 year"	"1"	"Bandera County, TX"	"48019"	12	2326	515.9 (Unreliable)
	"< 1 year"	"1"	"Bastrop County, TX"	"48021"	60	11225	534.5
	"< 1 year"	"1"	"Bee County, TX"	"48025"	31	4615	671.7
	"< 1 year"	"1"	"Bell County, TX"	"48027"	522	63917	816.7
	"< 1 year"	"1"	"Bexar County, TX"	"48029"	1955	292505	668.4
	"< 1 year"	"1"	"Blanco County, TX"	"48031"	13	1303	997.7 (Unreliable)
	"< 1 year"	"1"	"Bosque County, TX"	"48035"	15	2288	655.6 (Unreliable)
	"< 1 year"	"1"	"Bowie County, TX"	"48037"	101	13711	736.6
	"< 1 year"	"1"	"Brazoria County, TX"	"48039"	297	53414	556.0
	"< 1 year"	"1"	"Brazos County, TX"	"48041"	150	28347	529.2
	"< 1 year"	"1"	"Brewster County, TX"	"48043"	10	1466	682.1 (Unreliable)
	"< 1 year"	"1"	"Brown County, TX"	"48049"	56	5762	971.9
	"< 1 year"	"1"	"Burleson County, TX"	"48051"	15	2596	577.8 (Unreliable)
	"< 1 year"	"1"	"Burnet County, TX"	"48053"	33	5822	566.8
	"< 1 year"	"1"	"Caldwell County, TX"	"48055"	36	6023	597.7
	"< 1 year"	"1"	"Calhoun County, TX"	"48057"	23	3873	593.9
	"< 1 year"	"1"	"Callahan County, TX"	"48059"	11	1879	585.4 (Unreliable)
	"< 1 year"	"1"	"Cameron County, TX"	"48061"	538	91517	587.9
	"< 1 year"	"1"	"Camp County, TX"	"48063"	15	2016	744.0 (Unreliable)
	"< 1 year"	"1"	"Cass County, TX"	"48067"	33	4367	755.7
	"< 1 year"	"1"	"Castro County, TX"	"48069"	11	1746	630.0 (Unreliable)
	"< 1 year"	"1"	"Chambers County, TX"	"48071"	29	4714	615.2
	"< 1 year"	"1"	"Cherokee County, TX"	"48073"	58	8760	662.1
	"< 1 year"	"1"	"Childress County, TX"	"48075"	10	1048	954.2 (Unreliable)
	"< 1 year"	"1"	"Clay County, TX"	"48077"	12	1435	836.2 (Unreliable)
	"< 1 year"	"1"	"Collin County, TX"	"48085"	545	119870	454.7
	"< 1 year"	"1"	"Colorado County, TX"	"48089"	21	3292	637.9
	"< 1 year"	"1"	"Comal County, TX"	"48091"	81	13078	619.4
	"< 1 year"	"1"	"Comanche County, TX"	"48093"	12	2250	533.3 (Unreliable)
	"< 1 year"	"1"	"Cooke County, TX"	"48097"	47	6436	730.3
	"< 1 year"	"1"	"Coryell County, TX"	"48099"	92	13922	660.8
	"< 1 year"	"1"	"Dallam County, TX"	"48111"	16	1438	1112.7 (Unreliable)
	"< 1 year"	"1"	"Dallas County, TX"	"48113"	3538	473345	747.4
	"< 1 year"	"1"	"Dawson County, TX"	"48115"	14	2473	566.1 (Unreliable)
	"< 1 year"	"1"	"Deaf Smith County, TX"	"48117"	44	4281	1027.8
	"< 1 year"	"1"	"Denton County, TX"	"48121"	496	101903	486.7
	"< 1 year"	"1"	"DeWitt County, TX"	"48123"	15	2875	521.7 (Unreliable)
	"< 1 year"	"1"	"Dimmit County, TX"	"48127"	10	1993	501.8 (Unreliable)
	"< 1 year"	"1"	"Duval County, TX"	"48131"	13	2278	570.7 (Unreliable)
	"< 1 year"	"1"	"Eastland County, TX"	"48133"	28	2730	1025.6
	"< 1 year"	"1"	"Ector County, TX"	"48135"	188	27506	683.5
	"< 1 year"	"1"	"Ellis County, TX"	"48139"	154	23122	666.0
	"< 1 year"	"1"	"El Paso County, TX"	"48141"	754	155846	483.8
	"< 1 year"	"1"	"Erath County, TX"	"48143"	29	5570	520.6
	"< 1 year"	"1"	"Falls County, TX"	"48145"	30	2642	1135.5
